gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,country,state,city,zip_code,latitude,longitude,population,quarter,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,cltv,churn
male,61,no,no,yes,yes,4,united states,california,martinez,94553,38.014457,-122.115432,46677,q3,yes,8,25,offer c,yes,19.56,yes,no,,0,no,no,no,no,no,no,no,no,month-to-month,yes,bank withdrawal,25.4,546.85,0.0,0,489.0,1035.85,3,5250,0
male,28,yes,no,yes,yes,1,united states,california,fremont,94555,37.555473,-122.080312,33883,q3,yes,3,64,offer b,yes,14.93,no,no,,0,no,no,no,no,no,no,no,no,two year,yes,bank withdrawal,19.7,1274.05,0.0,0,955.52,2229.57,5,5431,0
male,51,no,no,no,no,0,united states,california,moraga,94556,37.827946,-122.107185,16510,q3,no,0,50,offer b,no,0.0,no,yes,dsl,20,yes,yes,no,no,no,no,no,yes,month-to-month,yes,credit card,35.0,1782.4,0.0,0,0.0,1782.4,3,5629,0
female,20,yes,no,yes,yes,1,united states,california,napa,94558,38.489789,-122.27011,63947,q3,yes,1,52,offer b,yes,44.79,yes,yes,fiber optic,52,no,no,yes,no,yes,yes,yes,yes,one year,no,bank withdrawal,101.25,5301.1,0.0,0,2329.08,7630.18,5,5954,0
male,21,yes,no,yes,yes,1,united states,california,oakley,94561,37.999406,-121.686241,27607,q3,yes,9,45,offer b,yes,25.69,yes,yes,dsl,26,yes,yes,no,yes,yes,no,no,yes,two year,no,credit card,73.85,3371.0,0.0,0,1156.05,4527.05,3,5264,0
male,49,no,no,yes,no,0,united states,california,orinda,94563,37.873916,-122.20522,17964,q3,yes,3,9,,yes,22.41,yes,yes,fiber optic,21,yes,no,no,no,no,yes,yes,yes,month-to-month,yes,bank withdrawal,88.05,801.3,0.0,0,201.69,1002.99,3,2715,0
female,45,no,no,no,no,0,united states,california,pleasanton,94566,37.633361,-121.862395,36669,q3,no,0,54,offer b,yes,26.25,no,no,,0,no,no,no,no,no,no,no,no,two year,no,credit card,20.1,1079.45,0.0,0,1417.5,2496.95,5,5755,0
female,49,no,no,yes,yes,1,united states,california,dublin,94568,37.713926,-121.928425,29636,q3,yes,7,64,offer b,yes,21.16,yes,yes,fiber optic,23,yes,yes,no,yes,yes,yes,yes,yes,two year,no,bank withdrawal,110.3,6997.3,0.0,0,1354.24,8351.54,3,5574,0
female,61,no,no,no,no,0,united states,california,rodeo,94572,38.027218,-122.23463,8506,q3,no,0,12,offer d,yes,15.97,no,yes,fiber optic,19,yes,no,no,no,yes,no,no,yes,one year,yes,credit card,85.15,979.05,0.0,0,191.64,1170.69,4,2452,0
female,60,no,no,no,no,0,united states,california,san leandro,94577,37.717196,-122.159338,41871,q3,no,0,45,offer b,yes,44.29,yes,yes,dsl,15,yes,no,no,yes,no,yes,yes,yes,two year,no,credit card,73.55,3349.1,0.0,0,1993.05,5342.15,3,2280,0
male,45,no,no,no,no,0,united states,california,san leandro,94578,37.704384,-122.126703,36568,q3,no,0,10,offer d,yes,13.51,no,yes,dsl,14,no,no,no,no,no,no,no,yes,month-to-month,no,credit card,46.0,492.1,0.0,0,135.1,627.2,4,3903,0
female,58,no,no,no,no,0,united states,california,san lorenzo,94580,37.676249,-122.132415,26240,q3,no,0,24,offer c,yes,42.66,yes,no,,0,no,no,no,no,no,no,no,no,one year,no,bank withdrawal,24.6,605.25,0.0,0,1023.84,1629.09,5,4147,0
male,62,no,no,yes,yes,2,united states,california,san ramon,94583,37.766556,-121.976784,44078,q3,yes,7,66,,yes,31.53,no,no,,0,no,no,no,no,no,no,no,no,two year,yes,credit card,19.75,1344.5,0.0,0,2080.98,3425.48,4,4485,0
male,51,no,no,no,no,0,united states,california,suisun city,94585,38.197907,-122.017258,39279,q3,no,0,51,offer b,yes,27.3,no,yes,fiber optic,13,yes,no,no,no,yes,no,no,yes,one year,no,credit card,86.35,4267.15,0.0,0,1392.3,5659.45,3,5311,0
female,35,no,no,yes,no,0,united states,california,sunol,94586,37.587494,-121.862856,790,q3,yes,6,45,offer b,yes,42.32,yes,no,,0,no,no,no,no,no,no,no,no,two year,no,credit card,25.5,1121.05,0.0,0,1904.4,3025.45,3,3146,0
female,54,no,no,yes,no,0,united states,california,union city,94587,37.59485,-122.051521,66472,q3,yes,3,49,offer b,yes,13.13,no,no,,0,no,no,no,no,no,no,no,no,one year,no,credit card,19.0,918.7,0.0,0,643.37,1562.0700000000002,3,4066,0
female,44,no,no,yes,no,0,united states,california,pleasanton,94588,37.685052,-121.912061,28568,q3,yes,6,29,offer c,yes,49.96,no,no,,0,no,no,no,no,no,no,no,no,two year,yes,credit card,19.55,521.8,0.0,0,1448.84,1970.64,3,5758,0
male,59,no,no,yes,yes,3,united states,california,vallejo,94589,38.161321,-122.271588,42209,q3,yes,6,40,offer b,yes,11.5,yes,yes,fiber optic,22,yes,yes,no,yes,yes,yes,yes,yes,month-to-month,yes,credit card,110.1,4469.1,0.0,0,460.0,4929.1,3,2283,0
male,42,no,no,no,no,0,united states,california,vallejo,94591,38.105733,-122.186338,51665,q3,no,0,25,offer c,yes,40.11,no,yes,fiber optic,18,no,no,no,no,no,no,no,no,month-to-month,no,bank withdrawal,69.75,1729.35,0.0,100,1002.75,2832.1,4,3080,0
female,34,no,no,no,no,0,united states,california,vallejo,94592,38.093701,-122.276589,159,q3,no,0,22,,no,0.0,no,yes,dsl,8,no,no,yes,no,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,50.6,1073.3,0.0,0,0.0,1073.3,4,2854,0
male,36,no,no,no,no,0,united states,california,walnut creek,94595,37.862128,-122.075197,18024,q3,no,0,72,,no,0.0,no,yes,cable,9,yes,yes,yes,yes,yes,yes,yes,yes,two year,yes,bank withdrawal,65.6,4566.5,0.0,0,0.0,4566.5,3,4369,0
male,44,no,no,yes,yes,1,united states,california,walnut creek,94598,37.916648,-122.008483,26022,q3,yes,1,33,offer c,yes,1.62,no,yes,cable,30,no,yes,yes,yes,yes,yes,yes,yes,two year,no,credit card,82.1,2603.1,0.0,0,53.46,2656.56,4,2281,0
female,22,yes,no,no,no,0,united states,california,yountville,94599,38.421458,-122.365048,2873,q3,no,0,23,,yes,15.18,no,yes,fiber optic,46,no,yes,no,yes,no,no,no,yes,month-to-month,yes,credit card,79.1,1783.75,0.0,0,349.14,2132.89,5,3619,0
male,42,no,no,no,no,0,united states,california,oakland,94603,37.739113,-122.175602,31392,q3,no,0,69,,yes,47.43,yes,yes,dsl,22,yes,yes,yes,yes,yes,yes,yes,yes,two year,no,credit card,90.65,6322.1,0.0,0,3272.67,9594.77,3,6487,0
female,37,no,no,no,yes,2,united states,california,oakland,94605,37.758019,-122.138678,42854,q3,no,0,3,,yes,11.27,no,no,,0,no,no,no,no,no,no,no,no,one year,yes,credit card,20.55,57.4,0.0,0,33.81,91.21,3,2774,0
male,61,no,no,no,no,0,united states,california,oakland,94606,37.792489,-122.244314,41876,q3,no,0,56,offer b,yes,18.42,no,yes,dsl,13,no,yes,no,yes,yes,yes,yes,no,one year,yes,bank withdrawal,75.75,4284.65,0.0,90,1031.52,5406.17,3,6487,0
male,61,no,no,no,no,0,united states,california,oakland,94607,37.80707,-122.297401,21054,q3,no,0,65,,yes,33.11,yes,yes,fiber optic,10,yes,no,yes,yes,yes,yes,yes,yes,one year,yes,credit card,110.0,7138.65,0.0,0,2152.15,9290.8,4,6351,0
male,55,no,no,yes,no,0,united states,california,emeryville,94608,37.83726,-122.287648,24589,q3,yes,5,71,,yes,44.82,no,no,,0,no,no,no,no,no,no,no,no,one year,no,bank withdrawal,20.85,1539.75,0.0,0,3182.22,4721.969999999999,4,4837,0
female,57,no,no,no,no,0,united states,california,oakland,94610,37.808731,-122.238708,29964,q3,no,0,2,,yes,33.75,no,yes,fiber optic,10,no,no,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,70.15,123.8,0.0,0,67.5,191.3,3,4840,0
male,28,yes,no,no,no,0,united states,california,oakland,94612,37.809014,-122.269739,11702,q3,no,0,40,,yes,39.05,no,yes,dsl,58,yes,no,yes,no,no,yes,yes,yes,month-to-month,no,bank withdrawal,67.45,2731.0,0.0,0,1562.0,4293.0,3,4714,0
male,49,no,no,no,no,0,united states,california,oakland,94618,37.84551,-122.235181,15438,q3,no,0,1,,yes,36.28,no,no,,0,no,no,no,no,no,no,no,no,month-to-month,no,credit card,20.75,20.75,0.0,0,36.28,57.03,3,2791,0
female,25,yes,no,no,no,0,united states,california,oakland,94621,37.750553,-122.197175,30751,q3,no,0,7,,yes,30.99,no,yes,fiber optic,42,no,no,no,no,no,no,no,yes,month-to-month,yes,credit card,69.9,497.3,0.0,0,216.93,714.23,4,4562,0
female,60,no,no,yes,no,0,united states,california,berkeley,94702,37.866009,-122.286228,15638,q3,yes,1,15,,yes,31.13,yes,yes,dsl,5,no,no,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,51.1,711.15,0.0,0,466.95,1178.1,5,4858,0
male,43,no,no,no,no,0,united states,california,berkeley,94705,37.858898,-122.240512,12448,q3,no,0,71,,yes,39.08,yes,no,,0,no,no,no,no,no,no,no,no,two year,no,bank withdrawal,25.55,1898.1,0.0,0,2774.68,4672.78,5,6305,0
female,22,yes,no,yes,yes,3,united states,california,albany,94706,37.890274,-122.295192,15882,q3,yes,6,54,,yes,8.53,yes,yes,cable,73,yes,no,no,yes,no,no,no,yes,two year,no,bank withdrawal,60.0,3273.95,0.0,0,460.62,3734.57,3,4798,0
male,47,no,no,yes,no,0,united states,california,berkeley,94707,37.897753,-122.279391,11889,q3,yes,4,31,offer c,yes,22.42,yes,yes,fiber optic,21,yes,yes,no,yes,no,no,no,yes,month-to-month,yes,credit card,90.55,2929.75,0.0,0,695.0200000000001,3624.77,4,5722,0
female,46,no,no,no,no,0,united states,california,berkeley,94708,37.897743,-122.263124,10737,q3,no,0,11,,yes,36.52,no,yes,fiber optic,20,yes,no,no,no,no,no,no,yes,month-to-month,no,bank withdrawal,76.4,838.7,0.0,0,401.72,1240.42,4,4033,0
male,34,no,no,yes,no,0,united states,california,richmond,94804,37.921034,-122.341798,39089,q3,yes,2,38,offer c,yes,32.11,yes,yes,dsl,16,no,no,yes,yes,no,yes,yes,yes,one year,no,credit card,69.0,2669.45,0.0,0,1220.18,3889.63,4,4487,0
male,57,no,no,no,yes,2,united states,california,richmond,94805,37.941456,-122.320968,13984,q3,no,0,5,,yes,13.54,no,yes,dsl,21,no,no,no,yes,no,no,no,yes,month-to-month,yes,bank withdrawal,48.65,235.2,0.0,0,67.69999999999999,302.9,5,3307,0
female,52,no,no,no,no,0,united states,california,greenbrae,94904,37.946617,-122.563571,12010,q3,no,0,68,,yes,20.3,yes,yes,dsl,13,no,yes,yes,no,yes,yes,yes,no,two year,yes,bank withdrawal,80.65,5330.2,0.0,90,1380.4,6800.6,3,5914,0
male,23,yes,no,yes,yes,2,united states,california,belvedere tiburon,94920,37.885629,-122.46858,13065,q3,yes,8,69,offer a,yes,26.44,no,no,,0,no,no,no,no,no,no,no,no,one year,yes,credit card,20.55,1403.1,0.0,0,1824.36,3227.46,4,5366,0
female,56,no,no,yes,no,0,united states,california,bodega,94922,38.343282,-122.9755,584,q3,yes,4,42,,yes,36.35,yes,yes,dsl,30,yes,yes,no,yes,no,no,no,yes,month-to-month,yes,credit card,66.4,2727.8,0.0,0,1526.7,4254.5,3,3773,0
female,36,no,no,no,no,0,united states,california,bodega bay,94923,38.377165,-123.037957,1785,q3,no,0,50,,yes,15.1,no,yes,fiber optic,9,no,yes,no,yes,yes,yes,yes,yes,two year,yes,credit card,100.2,5038.45,0.0,0,755.0,5793.45,4,5419,0
male,23,yes,no,yes,no,0,united states,california,rohnert park,94928,38.34719,-122.697822,42544,q3,yes,6,33,offer c,yes,48.49,no,yes,dsl,51,no,no,no,no,no,no,no,yes,month-to-month,yes,credit card,44.55,1462.6,0.0,0,1600.17,3062.77,4,2422,0
female,43,no,no,no,no,0,united states,california,dillon beach,94929,38.24458,-122.956268,330,q3,no,0,7,offer e,yes,41.57,no,no,,0,no,no,no,no,no,no,no,no,month-to-month,no,credit card,20.35,150.6,0.0,0,290.99,441.59,5,3098,0
male,21,yes,no,yes,yes,1,united states,california,fairfax,94930,37.971751,-122.611873,8486,q3,no,0,64,,yes,34.58,yes,yes,fiber optic,27,yes,yes,yes,no,no,no,no,yes,month-to-month,yes,bank withdrawal,91.8,5960.5,0.0,0,2213.12,8173.62,3,5371,0
male,47,no,no,no,no,0,united states,california,forest knolls,94933,38.010092,-122.689442,1025,q3,no,0,59,,yes,47.17,no,no,,0,no,no,no,no,no,no,no,no,two year,yes,bank withdrawal,20.2,1192.3,0.0,0,2783.03,3975.33,4,5216,0
female,30,no,no,yes,no,0,united states,california,inverness,94937,38.099323,-122.945723,1004,q3,yes,10,6,offer e,yes,42.66,yes,yes,cable,85,no,no,no,no,no,no,no,yes,month-to-month,no,bank withdrawal,50.35,314.55,0.0,0,255.96,570.51,3,3442,0
female,44,no,no,no,no,0,united states,california,lagunitas,94938,38.021772,-122.691744,821,q3,no,0,3,offer e,yes,6.61,no,no,,0,no,no,no,no,no,no,no,no,month-to-month,no,credit card,18.8,56.0,0.0,0,19.83,75.83,4,3010,0
female,21,yes,no,yes,no,0,united states,california,larkspur,94939,37.937082,-122.532369,6773,q3,yes,3,15,,yes,12.41,no,no,,0,no,no,no,no,no,no,no,no,month-to-month,no,credit card,20.45,330.8,0.0,0,186.15,516.95,4,5184,0
male,59,no,no,yes,yes,1,united states,california,marshall,94940,38.129308,-122.834815,406,q3,yes,1,13,,yes,13.32,no,yes,dsl,21,no,no,no,no,yes,yes,yes,yes,one year,yes,bank withdrawal,64.75,877.35,0.0,0,173.16,1050.51,3,4741,0
female,40,no,no,no,no,0,united states,california,mill valley,94941,37.901371,-122.572024,28727,q3,no,0,23,,yes,14.45,yes,yes,fiber optic,19,no,yes,no,no,yes,yes,yes,yes,month-to-month,yes,credit card,98.7,2249.1,0.0,0,332.35,2581.45,5,5781,0
male,35,no,no,no,no,0,united states,california,nicasio,94946,38.065359,-122.665566,607,q3,no,0,29,offer c,yes,8.0,no,yes,dsl,9,yes,yes,no,yes,no,no,no,no,one year,yes,bank withdrawal,58.75,1696.2,0.0,50,232.0,1978.2,3,5198,0
female,62,no,no,yes,no,0,united states,california,novato,94947,38.112166,-122.634384,24741,q3,no,0,49,,yes,29.18,no,no,,0,no,no,no,no,no,no,no,no,one year,no,credit card,20.7,1032.05,0.0,0,1429.82,2461.87,3,4074,0
female,25,yes,no,yes,no,0,united states,california,novato,94949,38.067204,-122.524004,13361,q3,yes,9,56,,yes,42.81,yes,yes,fiber optic,51,no,no,no,no,yes,no,no,yes,month-to-month,yes,bank withdrawal,85.6,4902.8,0.0,0,2397.36,7300.16,4,6483,0
female,50,no,no,no,no,0,united states,california,olema,94950,38.052209,-122.775567,248,q3,no,0,63,,yes,31.34,yes,yes,dsl,26,yes,yes,yes,yes,no,yes,yes,yes,two year,yes,credit card,80.3,4995.35,0.0,0,1974.42,6969.77,3,5554,0
male,51,no,no,yes,no,0,united states,california,penngrove,94951,38.325599,-122.642352,3777,q3,yes,5,63,,yes,10.07,yes,yes,cable,20,no,no,yes,yes,yes,yes,yes,yes,two year,no,credit card,79.8,5034.05,0.0,0,634.41,5668.46,4,4073,0
female,55,no,no,yes,no,0,united states,california,san geronimo,94963,38.00474,-122.663717,548,q3,yes,7,21,,yes,11.27,no,yes,dsl,19,yes,no,yes,yes,yes,yes,yes,no,one year,no,credit card,80.9,1714.95,0.0,60,236.67,2011.62,4,5733,0
male,31,no,no,yes,yes,2,united states,california,san quentin,94964,37.942551,-122.491642,6448,q3,yes,8,13,,yes,48.7,yes,no,,0,no,no,no,no,no,no,no,no,one year,no,bank withdrawal,24.5,343.6,0.0,0,633.1,976.7,5,5077,0
male,25,yes,no,yes,yes,2,united states,california,sausalito,94965,37.848641,-122.515692,11213,q3,yes,7,1,offer e,yes,18.63,no,no,,0,no,no,no,no,no,no,no,no,month-to-month,yes,bank withdrawal,20.15,20.15,0.0,0,18.63,38.78,3,3960,0
female,52,no,no,yes,yes,2,united states,california,stinson beach,94970,37.921137,-122.657562,781,q3,yes,7,25,offer c,yes,13.06,no,no,,0,no,no,no,no,no,no,no,no,one year,no,credit card,20.05,520.1,0.0,0,326.5,846.6,4,2010,0
male,64,no,no,yes,yes,3,united states,california,tomales,94971,38.240769,-122.901041,384,q3,yes,6,71,offer a,yes,16.13,no,no,,0,no,no,no,no,no,no,no,no,two year,yes,bank withdrawal,19.6,1387.45,0.0,0,1145.23,2532.6800000000003,5,6444,0
male,27,yes,no,no,no,0,united states,california,valley ford,94972,38.339996,-122.935056,66,q3,no,0,66,offer a,yes,4.32,yes,yes,fiber optic,73,yes,yes,yes,yes,yes,yes,yes,yes,one year,yes,bank withdrawal,114.3,7383.7,0.0,0,285.12,7668.82,3,5303,0
female,27,yes,no,no,no,0,united states,california,woodacre,94973,38.005839,-122.638155,1449,q3,no,0,45,,yes,1.03,no,yes,fiber optic,47,yes,yes,no,no,yes,yes,yes,yes,one year,yes,bank withdrawal,100.3,4483.95,0.0,0,46.35,4530.3,3,4868,0
female,20,yes,no,yes,no,0,united states,california,alviso,95002,37.449537,-121.994813,2147,q3,yes,1,22,,yes,45.1,no,yes,fiber optic,41,no,no,no,no,yes,no,no,no,month-to-month,yes,credit card,80.0,1706.45,0.0,50,992.2,2748.65,3,2640,0
female,57,no,no,yes,no,0,united states,california,aptos,95003,37.013471,-121.877877,24227,q3,yes,5,67,offer a,yes,7.91,no,no,,0,no,no,no,no,no,no,no,no,one year,yes,bank withdrawal,20.85,1327.4,0.0,0,529.97,1857.37,5,5972,0
female,30,no,no,yes,no,0,united states,california,aromas,95004,36.878364,-121.629781,3373,q3,yes,5,68,offer a,yes,28.36,yes,yes,fiber optic,82,no,no,yes,no,yes,no,no,yes,two year,yes,bank withdrawal,89.95,5974.3,0.0,0,1928.48,7902.780000000001,4,5672,0
female,23,yes,no,yes,yes,3,united states,california,ben lomond,95005,37.078873,-122.090386,6407,q3,yes,4,10,offer e,yes,20.05,no,no,,0,no,no,no,no,no,no,no,no,two year,no,credit card,20.0,200.0,0.0,0,200.5,400.5,4,3763,0
male,34,no,no,yes,no,0,united states,california,campbell,95008,37.279689,-121.954567,44976,q3,yes,9,63,,yes,34.02,yes,yes,dsl,18,yes,yes,yes,yes,no,yes,yes,yes,one year,no,credit card,80.0,5040.2,0.0,0,2143.26,7183.46,3,5540,0
male,31,no,no,no,no,0,united states,california,castroville,95012,36.784481,-121.759054,8582,q3,no,0,21,,yes,22.53,no,no,,0,no,no,no,no,no,no,no,no,one year,yes,credit card,20.35,422.7,0.0,0,473.13,895.8299999999999,5,3721,0
male,21,yes,no,no,yes,2,united states,california,davenport,95017,37.114335,-122.237162,857,q3,no,0,1,offer e,yes,47.25,no,no,,0,no,no,no,no,no,no,no,no,month-to-month,yes,credit card,20.25,20.25,0.0,0,47.25,67.5,3,2448,0
female,58,no,no,no,no,0,united states,california,felton,95018,37.089111,-122.062213,8728,q3,no,0,17,offer d,yes,30.07,no,no,,0,no,no,no,no,no,no,no,no,two year,no,credit card,19.4,358.05,0.0,0,511.19,869.24,3,3561,0
male,45,no,no,no,no,0,united states,california,freedom,95019,36.936228,-121.785559,4753,q3,no,0,30,offer c,yes,17.26,yes,yes,fiber optic,19,yes,no,no,no,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,100.4,2936.25,0.0,0,517.8000000000001,3454.05,3,3778,0
male,21,yes,no,yes,yes,3,united states,california,gilroy,95020,37.03889,-121.528955,49968,q3,yes,9,22,offer d,yes,42.58,no,yes,dsl,82,yes,yes,no,yes,no,no,yes,yes,month-to-month,yes,credit card,57.95,1271.8,0.0,0,936.76,2208.56,3,5036,0
female,33,no,no,no,no,0,united states,california,escondido,92027,33.141265,-116.967221,48690,q3,no,0,9,offer e,yes,39.19,no,yes,cable,20,no,no,no,yes,yes,no,no,yes,month-to-month,yes,bank withdrawal,59.5,530.05,0.0,0,352.71,882.76,5,4011,0
male,57,no,no,yes,yes,3,united states,california,los gatos,95030,37.222842,-121.988727,13290,q3,yes,10,1,,yes,32.78,no,no,,0,no,no,no,no,no,no,no,no,month-to-month,no,credit card,19.2,19.2,0.0,0,32.78,51.98,5,3007,0
male,40,no,no,no,no,0,united states,california,los gatos,95033,37.160194,-121.945611,10172,q3,no,0,19,offer d,yes,11.85,yes,yes,dsl,18,no,no,yes,yes,no,no,no,yes,month-to-month,no,bank withdrawal,59.55,1144.6,0.0,0,225.15,1369.75,4,3949,0
female,33,no,no,yes,no,0,united states,california,moss landing,95039,36.863303,-121.781632,899,q3,yes,10,72,offer a,yes,44.27,yes,yes,fiber optic,8,yes,yes,yes,yes,yes,no,no,no,two year,yes,bank withdrawal,103.95,7556.9,0.0,70,3187.44,10814.34,3,5096,0
male,49,no,no,yes,yes,1,united states,california,mount hermon,95041,37.051166,-122.056194,77,q3,yes,9,70,offer a,yes,22.67,yes,yes,dsl,29,yes,no,yes,no,yes,no,no,yes,two year,no,credit card,68.95,4858.7,0.0,0,1586.9,6445.6,3,4858,0
female,33,no,no,no,no,0,united states,california,paicines,95043,36.525703,-120.952122,813,q3,no,0,66,offer a,yes,43.14,yes,yes,fiber optic,20,yes,yes,yes,yes,no,yes,yes,yes,month-to-month,yes,bank withdrawal,103.1,6595.0,0.0,0,2847.24,9442.24,3,6183,0
female,20,yes,no,yes,yes,2,united states,california,san juan bautista,95045,36.810568,-121.503022,3402,q3,yes,3,7,,no,0.0,no,yes,dsl,76,no,no,no,no,no,no,yes,yes,month-to-month,yes,bank withdrawal,24.7,149.05,0.0,0,0.0,149.05,3,3872,0
female,29,yes,no,yes,yes,1,united states,california,santa clara,95051,37.348129,-121.98469,52986,q3,yes,9,32,offer c,yes,33.28,yes,yes,dsl,51,no,yes,yes,no,no,no,yes,yes,month-to-month,no,bank withdrawal,62.45,2045.55,0.0,0,1064.96,3110.51,3,5442,0
male,21,yes,no,no,no,0,united states,california,santa clara,95054,37.393554,-121.965114,13031,q3,no,0,24,,yes,27.91,no,yes,fiber optic,59,no,yes,yes,no,no,yes,yes,yes,month-to-month,yes,bank withdrawal,89.55,2187.15,0.0,0,669.84,2856.99,5,2007,0
female,43,no,no,no,no,0,united states,california,santa cruz,95062,36.974575,-121.991149,36631,q3,no,0,37,,yes,42.41,yes,yes,dsl,4,yes,yes,yes,yes,yes,no,no,no,month-to-month,yes,credit card,78.9,2976.95,0.0,30,1569.1699999999998,4576.12,4,3801,0
male,61,no,no,no,yes,1,united states,california,santa cruz,95064,37.007882,-122.065975,4563,q3,no,0,8,,yes,14.37,no,no,,0,no,no,no,no,no,no,no,no,month-to-month,no,credit card,20.35,178.7,0.0,0,114.96,293.66,3,4577,0
female,26,yes,no,yes,yes,1,united states,california,santa cruz,95065,37.031404,-121.981865,8365,q3,yes,8,72,offer a,yes,38.99,yes,yes,cable,73,yes,no,yes,no,yes,no,yes,yes,two year,yes,bank withdrawal,71.45,5025.85,0.0,0,2807.28,7833.130000000001,3,5656,0
female,56,no,no,yes,no,0,united states,california,saratoga,95070,37.257772,-122.051824,30589,q3,yes,3,16,offer d,yes,10.5,no,yes,fiber optic,2,no,yes,no,no,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,94.65,1461.15,0.0,0,168.0,1629.15,5,3050,0
female,44,no,no,yes,no,0,united states,california,soquel,95073,37.023669,-121.946461,9823,q3,yes,2,57,,no,0.0,no,yes,dsl,14,yes,no,yes,yes,no,yes,yes,yes,month-to-month,yes,bank withdrawal,49.9,2782.4,0.0,0,0.0,2782.4,3,5866,0
male,40,no,no,no,no,0,united states,california,watsonville,95076,36.931654,-121.752383,81141,q3,no,0,66,offer a,yes,32.22,yes,no,,0,no,no,no,no,no,no,no,no,one year,no,bank withdrawal,25.45,1699.15,0.0,0,2126.52,3825.67,3,4163,0
female,38,no,no,no,yes,2,united states,california,san jose,95111,37.284265,-121.827673,57748,q3,no,0,21,offer d,yes,8.68,no,no,,0,no,no,no,no,no,no,no,no,month-to-month,no,credit card,20.75,452.2,0.0,0,182.28,634.48,3,2143,0
male,43,no,no,yes,no,0,united states,california,san jose,95112,37.343827,-121.883119,52334,q3,yes,9,66,offer a,yes,37.71,yes,yes,dsl,15,yes,yes,yes,no,no,no,no,yes,two year,yes,credit card,66.1,4428.45,0.0,0,2488.86,6917.31,3,5933,0
female,29,yes,no,yes,no,0,united states,california,san jose,95113,37.333851,-121.891147,561,q3,yes,5,17,offer d,yes,7.6,yes,yes,dsl,52,no,yes,no,no,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,75.4,1322.55,0.0,0,129.2,1451.75,3,4852,0
female,54,no,no,yes,yes,3,united states,california,san jose,95118,37.255479,-121.889838,31926,q3,yes,5,8,,yes,43.05,no,no,,0,no,no,no,no,no,no,no,no,month-to-month,no,credit card,21.05,139.75,0.0,0,344.4,484.15,3,2158,0
male,19,yes,no,no,no,0,united states,california,san jose,95119,37.233226,-121.78809,10155,q3,no,0,27,,yes,36.39,no,yes,dsl,26,yes,no,yes,yes,yes,no,yes,yes,one year,no,credit card,69.35,1927.3,0.0,0,982.53,2909.83,3,2450,0
male,28,yes,no,yes,no,0,united states,california,san jose,95120,37.186141,-121.843554,37090,q3,yes,10,34,,yes,13.97,yes,yes,fiber optic,48,no,yes,no,no,no,yes,yes,yes,month-to-month,no,credit card,88.85,3000.25,0.0,0,474.98,3475.23,3,4014,0
male,44,no,no,no,no,0,united states,california,san jose,95121,37.304681,-121.809955,37127,q3,no,0,30,,yes,12.17,no,yes,fiber optic,16,no,yes,no,no,yes,yes,yes,yes,one year,yes,bank withdrawal,97.0,3021.3,0.0,0,365.1,3386.4,5,4126,0
male,19,yes,no,no,no,0,united states,california,san jose,95122,37.32886,-121.834567,59841,q3,no,0,33,,yes,45.72,no,yes,cable,51,no,yes,yes,no,yes,no,yes,no,month-to-month,yes,credit card,66.4,2245.4,0.0,0,1508.76,3754.16,5,3843,0
male,52,no,no,yes,yes,3,united states,california,san jose,95124,37.257063,-121.923037,45257,q3,yes,8,14,offer d,yes,2.96,yes,yes,dsl,76,yes,yes,no,no,no,yes,yes,yes,month-to-month,no,credit card,69.2,944.65,0.0,0,41.44,986.09,3,2871,0
female,30,no,no,no,yes,3,united states,california,san jose,95125,37.294926,-121.894763,46185,q3,no,0,16,offer d,yes,27.23,yes,yes,fiber optic,69,no,no,no,yes,no,no,no,yes,one year,yes,credit card,79.5,1264.2,0.0,0,435.68,1699.88,4,5040,0
female,49,no,no,no,no,0,united states,california,san jose,95126,37.327069,-121.916819,27023,q3,no,0,49,,yes,11.11,no,yes,fiber optic,27,no,no,yes,yes,yes,yes,yes,yes,two year,no,credit card,100.65,4917.75,0.0,0,544.39,5462.14,3,5499,0
female,44,no,no,yes,yes,1,united states,california,san jose,95128,37.316146,-121.936285,32804,q3,yes,3,70,offer a,yes,8.36,yes,yes,dsl,19,yes,yes,yes,yes,yes,no,no,yes,two year,no,bank withdrawal,79.7,5743.3,0.0,0,585.1999999999999,6328.5,3,4848,0
female,49,no,no,yes,yes,1,united states,california,san jose,95129,37.305622,-122.000887,37570,q3,yes,3,32,,yes,46.66,no,yes,dsl,17,yes,yes,no,yes,no,no,no,yes,month-to-month,no,bank withdrawal,61.4,1864.65,0.0,0,1493.12,3357.77,3,2649,0
